x,y,z,type,volume,cycle entry,custom:GFP,custom:sample
-491.58728945204575,-405.0,0.0,stalk
-474.7618683561373,-405.0,0.0,stalk
-457.9364472602289,-405.0,0.0,stalk
-441.11102616432044,-405.0,0.0,stalk
-424.285605068412,-405.0,0.0,stalk
-407.46018397250356,-405.0,0.0,stalk
-390.6347628765951,-405.0,0.0,stalk
-373.8093417806867,-405.0,0.0,stalk
-356.98392068477824,-405.0,0.0,stalk
-340.1584995888698,-405.0,0.0,stalk
-323.33307849296136,-405.0,0.0,stalk
-306.5076573970529,-405.0,0.0,stalk
-289.6822363011445,-405.0,0.0,stalk
-272.85681520523605,-405.0,0.0,stalk
-256.0313941093276,-405.0,0.0,stalk
-239.2059730134192,-405.0,0.0,stalk
-222.38055191751076,-405.0,0.0,stalk
-205.55513082160232,-405.0,0.0,stalk
-188.72970972569388,-405.0,0.0,stalk
-171.90428862978544,-405.0,0.0,stalk
-155.078867533877,-405.0,0.0,stalk
-138.25344643796856,-405.0,0.0,stalk
-121.42802534206011,-405.0,0.0,stalk
-104.60260424615167,-405.0,0.0,stalk
-87.77718315024323,-405.0,0.0,stalk
-70.9517620543348,-405.0,0.0,stalk
-54.12634095842636,-405.0,0.0,stalk
-37.30091986251792,-405.0,0.0,stalk
-20.475498766609483,-405.0,0.0,stalk
-3.6500776707010427,-405.0,0.0,stalk
13.175343425207396,-405.0,0.0,stalk
30.000764521115777,-405.0,0.0,stalk
46.82618561702427,-405.0,0.0,stalk
63.65160671293277,-405.0,0.0,stalk
80.47702780884116,-405.0,0.0,stalk
97.30244890474954,-405.0,0.0,stalk
114.12787000065804,-405.0,0.0,stalk
130.95329109656652,-405.0,0.0,stalk
147.7787121924749,-405.0,0.0,stalk
164.60413328838328,-405.0,0.0,stalk
181.42955438429178,-405.0,0.0,stalk
198.25497548020027,-405.0,0.0,stalk
215.08039657610865,-405.0,0.0,stalk
231.90581767201704,-405.0,0.0,stalk
248.73123876792553,-405.0,0.0,stalk
265.55665986383406,-405.0,0.0,stalk
282.38208095974244,-405.0,0.0,stalk
299.2075020556508,-405.0,0.0,stalk
316.0329231515593,-405.0,0.0,stalk
332.8583442474678,-405.0,0.0,stalk
349.6837653433762,-405.0,0.0,stalk
366.5091864392846,-405.0,0.0,stalk
383.3346075351931,-405.0,0.0,stalk
400.16002863110157,-405.0,0.0,stalk
416.98544972700995,-405.0,0.0,stalk
433.81087082291833,-405.0,0.0,stalk
450.6362919188268,-405.0,0.0,stalk
467.4617130147353,-405.0,0.0,stalk
484.2871341106437,-405.0,0.0,stalk
501.1125552065521,-405.0,0.0,stalk
-159.76475025727194,-102.04975459668327,0.0,source
339.7263521071891,-95.47236041499804,0.0,source
95.9977497915096,-98.59280113428807,0.0,source
374.6971619077942,-95.50855436360241,0.0,source
-354.87810404212377,-97.55424039108487,0.0,source
-243.32889073639373,-95.37314625816741,0.0,source
-308.35754275957805,-99.12961557333334,0.0,source
90.89688696924392,-101.52866310212455,0.0,source
41.95098487098514,-95.70250538279474,0.0,source
387.7021041888304,-102.41007785454346,0.0,source
